Data Series,2025 Feb ,2025 Jan ,2024 Dec ,2024 Nov ,2024 Oct ,2024 Sep ,2024 Aug ,2024 Jul ,2024 Jun ,2024 May ,2024 Apr ,2024 Mar ,2024 Feb ,2024 Jan ,2023 Dec ,2023 Nov ,2023 Oct ,2023 Sep ,2023 Aug ,2023 Jul ,2023 Jun ,2023 May ,2023 Apr ,2023 Mar ,2023 Feb ,2023 Jan ,2022 Dec ,2022 Nov ,2022 Oct ,2022 Sep ,2022 Aug ,2022 Jul ,2022 Jun ,2022 May ,2022 Apr ,2022 Mar ,2022 Feb ,2022 Jan ,2021 Dec ,2021 Nov ,2021 Oct ,2021 Sep ,2021 Aug ,2021 Jul ,2021 Jun ,2021 May ,2021 Apr ,2021 Mar ,2021 Feb ,2021 Jan ,2020 Dec ,2020 Nov ,2020 Oct ,2020 Sep ,2020 Aug ,2020 Jul ,2020 Jun ,2020 May ,2020 Apr ,2020 Mar ,2020 Feb ,2020 Jan ,2019 Dec ,2019 Nov ,2019 Oct ,2019 Sep ,2019 Aug ,2019 Jul ,2019 Jun ,2019 May ,2019 Apr ,2019 Mar ,2019 Feb ,2019 Jan ,2018 Dec ,2018 Nov ,2018 Oct ,2018 Sep ,2018 Aug ,2018 Jul ,2018 Jun ,2018 May ,2018 Apr ,2018 Mar ,2018 Feb ,2018 Jan ,2017 Dec ,2017 Nov ,2017 Oct ,2017 Sep ,2017 Aug ,2017 Jul ,2017 Jun ,2017 May ,2017 Apr ,2017 Mar ,2017 Feb ,2017 Jan 
"    Restaurants, Cafes & Pubs",100.675,100.631,100.39,100.242,100.171,100.078,100.346,100.215,100.124,100.027,99.82,99.565,99.684,99.338,97.513,96.993,96.729,96.509,96.337,96.192,96.198,96.12,96.006,95.813,95.821,95.7,93.466,93.357,92.734,92.405,92.14,91.317,90.761,90.329,89.718,88.903,88.234,87.69,87.085,86.882,86.876,86.901,86.812,86.552,86.527,86.464,86.374,86.331,86.224,86.042,85.957,85.945,85.666,85.479,85.595,85.576,85.576,85.539,85.545,85.395,85.36,85.304,84.929,84.714,84.669,84.54,84.558,84.437,84.351,84.178,84.061,83.974,83.683,83.522,83.239,83.147,83.099,83.066,82.936,82.874,82.821,82.808,82.757,82.475,82.408,82.102,81.956,81.707,81.639,81.431,81.407,81.46,81.421,81.411,81.385,81.203,81.035,81.124
      Restaurants,100.717,100.67,100.441,100.277,100.202,100.076,100.317,100.251,100.071,99.951,99.749,99.555,99.697,99.412,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Cafes,101.041,101.01,100.81,100.765,100.752,100.736,100.726,100.185,100.141,99.817,99.55,99.093,99.093,98.334,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Pubs,96.465,96.465,95.429,95.243,94.932,95.661,98.934,98.934,102.167,104.574,104.574,103.185,103.185,103.185,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Fast Food Restaurants,101.226,101.226,101.212,101.212,101.211,98.96,98.96,98.864,98.944,98.944,100.441,100.422,100.422,100.406,97.293,97.293,96.412,96.192,96.042,96.042,95.933,95.73,95.73,94.009,93.501,93.501,91.54,91.54,91.54,89.883,89.36,89.183,88.523,87.275,87.275,86.518,86.075,86.009,86.064,86.064,85.956,85.441,85.331,84.767,84.619,84.619,84.619,84.619,84.619,84.608,84.008,83.933,83.933,83.636,83.636,83.636,83.636,83.636,83.663,83.663,83.474,83.474,83.218,83.218,82.934,82.845,82.845,82.654,82.451,82.451,82.451,82.381,82.302,82.033,81.434,81.434,81.434,81.434,81.434,81.434,81.164,81.089,81.089,81.25,81.323,81.666,81.78,81.385,81.284,81.246,81.087,80.971,81.045,81.045,81.045,81.161,80.877,80.677
"    Hawker Centres, And Food Courts, Coffee Shops & Kiosks",100.758,100.562,100.425,100.373,100.367,100.098,99.984,99.967,99.999,99.95,99.875,99.804,99.662,99.497,98.026,97.832,97.626,97.432,97.207,97.1,96.841,96.486,96.242,95.751,95.287,94.782,94.181,93.82,93.41,93.13,92.469,92.005,91.108,90.098,89.529,88.724,87.992,87.561,87.117,86.948,86.725,86.559,86.464,86.265,86.16,85.983,85.919,85.687,85.661,85.6,85.534,85.374,85.322,85.207,85.074,85.002,84.898,84.842,84.813,84.797,84.575,84.389,84.32,84.229,84.169,84.206,84.125,83.934,83.879,83.833,83.714,83.642,83.537,83.404,83.06,82.972,82.892,82.84,82.831,82.683,82.577,82.488,82.392,82.112,81.922,81.833,81.807,81.777,81.67,81.549,81.503,81.455,81.315,81.169,81.023,80.894,80.773,80.638
      Hawker Centres,101.224,101.003,100.742,100.582,100.592,100.42,100.254,100.192,100.071,99.943,99.708,99.573,99.169,98.754,97.235,97.022,96.768,96.48,96.316,96.04,95.687,95.478,95.308,95.009,94.574,93.972,93.187,92.946,92.733,92.404,92.01,91.559,90.396,89.528,89.01,87.916,87.102,86.468,86.019,85.804,85.695,85.642,85.537,85.265,85.192,85.132,85.066,84.947,84.919,84.873,84.858,84.786,84.716,84.66,84.402,84.37,84.002,83.824,83.793,83.793,83.668,83.548,83.502,83.399,83.36,83.335,83.177,82.912,82.765,82.678,82.381,82.368,82.197,82.081,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Food Courts, Coffee Shops & Kiosks",100.611,100.423,100.326,100.308,100.296,99.997,99.899,99.896,99.976,99.952,99.928,99.876,99.817,99.73,98.23,98.041,97.848,97.678,97.437,97.374,97.139,96.747,96.483,95.943,95.471,94.992,94.438,94.045,93.586,93.318,92.589,92.12,91.292,90.245,89.663,88.933,88.222,87.842,87.4,87.244,86.99,86.796,86.704,86.524,86.41,86.203,86.139,85.878,85.852,85.788,85.709,85.526,85.478,85.348,85.249,85.165,85.129,85.105,85.077,85.057,84.809,84.606,84.531,84.444,84.379,84.43,84.37,84.198,84.166,84.131,84.058,83.97,83.884,83.745,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"    Other Catering Services, Incl Vending Machines",100.243,100.243,100.243,100.243,100.243,100.225,100.225,100.225,100.225,100.225,100.225,99.309,99.309,99.309,97.974,97.974,97.974,97.546,97.546,97.546,96.835,96.835,96.835,95.352,95.352,95.352,92.953,92.953,92.953,93.021,93.021,93.021,91.775,91.775,88.207,88.207,88.207,88.207,87.457,87.457,87.457,87.247,87.247,87.247,87.123,87.123,87.123,87.123,87.123,87.123,86.861,86.861,86.861,86.627,86.627,86.627,86.627,86.627,86.627,86.5,86.5,86.5,86.381,86.381,86.381,85.462,85.462,85.462,84.723,84.723,84.723,84.645,84.645,84.035,81.288,81.288,81.288,81.837,81.837,81.837,80.736,80.736,80.736,81.273,81.273,81.273,80.543,80.543,80.543,80.482,80.482,80.482,80.482,80.482,80.482,80.482,80.482,79.538
All Items Less Accommodation,100.373,100.426,100.365,100.018,100.292,100.437,100.145,100.008,99.946,100.133,99.996,99.566,99.687,99.411,99.125,98.721,99.447,98.822,98.263,97.705,97.718,97.203,97.552,96.874,96.353,96.087,95.64,95.457,94.781,94.933,94.515,93.944,93.491,92.426,92.026,91.627,90.287,89.731,89.416,88.981,88.371,87.735,87.311,87.195,87.057,87.121,86.94,86.5,86.289,86.051,85.772,85.395,85.405,85.412,85.055,84.795,84.708,84.685,84.84,85.192,85.584,85.897,85.797,85.603,85.686,85.502,85.579,85.335,85.408,85.729,85.771,85.34,85.317,85.068,84.976,84.874,85.122,84.979,84.973,84.933,84.607,84.556,84.501,84.293,84.453,84.272,84.068,84.109,83.851,83.672,83.627,83.611,83.356,83.481,83.653,83.28,83.15,83.083
All Items Less Imputed Rentals For Housing,100.687,99.713,100.674,100.343,100.022,100.721,100.449,99.72,100.137,100.307,99.347,99.766,99.873,98.645,99.263,98.871,99.119,98.94,98.401,97.429,97.805,97.31,96.999,96.975,96.471,95.858,95.753,95.568,94.514,95.051,94.645,93.682,93.624,92.603,91.582,91.825,90.545,89.656,89.703,89.282,88.291,88.065,87.661,87.13,87.399,87.453,86.647,86.86,86.656,86.075,86.129,85.77,85.374,85.823,85.484,84.832,85.162,85.14,84.655,85.619,85.99,85.93,86.188,85.998,85.671,85.901,85.972,85.328,85.803,86.106,85.513,85.737,85.716,85.124,85.397,85.301,85.115,85.403,85.399,84.941,85.051,84.95,84.28,84.705,84.862,84.347,84.489,84.531,83.889,84.12,84.082,83.673,83.834,83.908,83.494,83.727,83.609,83.552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The weighting pattern of the Consumer Price Index (CPI) was derived from the expenditure values collected from the Household Expenditure Survey (HES) 2023 and updated to 2024 values by taking into account price changes between 2023 and 2024.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Items -> Housing & Utilities -> Accommodation (Index):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Accommodation, one of the groups in the Housing & Utilities expenditure division of the CPI, comprises Actual Rentals for Housing, Imputed Rentals for Housing, as well as Housing Maintenance & Repairs. A significant share of the Accommodation group is Imputed Rentals for Housing, which reflects the costs to homeowners of utilising the flow of services provided by their homes over an extended period of time. Given that the cost of using housing services is not directly observed for homeowners, it is computed based on the imputed rental concept under the rental equivalence method, i.e., proxied by market rentals of similar properties. This provides an estimated rental value for the owned home, as though the homeowner were renting it from themselves. Housing price is not considered in the CPI as it has a high investment component and is treated as a capital good. As for the CPI for Housing Maintenance & Repairs, it takes into account the rebates for Service & Conservancy Charges (S&CC) disbursed to households living in Housing and Development Board (HDB) flats in the applicable months. Imputed Rentals have no impact on the cash expenditure of most households in Singapore as they already own their homes, while the inclusion of S&CC rebates results in some volatility in the monthly CPI. As such, the CPIs for All Items less Accommodation and All Items less Imputed Rentals for Housing are compiled and published as additional indicators. For the CPI for All Items less Imputed Rentals for Housing, actual rentals paid on rented units are still included in the measure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Items -> Housing & Utilities -> Accommodation -> Imputed Rentals For Housing (Index):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Accommodation, one of the groups in the Housing & Utilities expenditure division of the CPI, comprises Actual Rentals for Housing, Imputed Rentals for Housing, as well as Housing Maintenance & Repairs. A significant share of the Accommodation group is Imputed Rentals for Housing, which reflects the costs to homeowners of utilising the flow of services provided by their homes over an extended period of time. Given that the cost of using housing services is not directly observed for homeowners, it is computed based on the imputed rental concept under the rental equivalence method, i.e., proxied by market rentals of similar properties. This provides an estimated rental value for the owned home, as though the homeowner were renting it from themselves. Housing price is not considered in the CPI as it has a high investment component and is treated as a capital good. As for the CPI for Housing Maintenance & Repairs, it takes into account the rebates for Service & Conservancy Charges (S&CC) disbursed to households living in Housing and Development Board (HDB) flats in the applicable months. Imputed Rentals have no impact on the cash expenditure of most households in Singapore as they already own their homes, while the inclusion of S&CC rebates results in some volatility in the monthly CPI. As such, the CPIs for All Items less Accommodation and All Items less Imputed Rentals for Housing are compiled and published as additional indicators. For the CPI for All Items less Imputed Rentals for Housing, actual rentals paid on rented units are still included in the measure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Items -> Transport -> Land Transport Services -> Point-To-Point Transport Services (Index):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prior to 2019, data pertain to taxi services only. From 2019 onwards, data pertain to taxi and private hire car services.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Items Less Accommodation (Index):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Accommodation, one of the groups in the Housing & Utilities expenditure division of the CPI, comprises Actual Rentals for Housing, Imputed Rentals for Housing, as well as Housing Maintenance & Repairs. A significant share of the Accommodation group is Imputed Rentals for Housing, which reflects the costs to homeowners of utilising the flow of services provided by their homes over an extended period of time. Given that the cost of using housing services is not directly observed for homeowners, it is computed based on the imputed rental concept under the rental equivalence method, i.e., proxied by market rentals of similar properties. This provides an estimated rental value for the owned home, as though the homeowner were renting it from themselves. Housing price is not considered in the CPI as it has a high investment component and is treated as a capital good. As for the CPI for Housing Maintenance & Repairs, it takes into account the rebates for Service & Conservancy Charges (S&CC) disbursed to households living in Housing and Development Board (HDB) flats in the applicable months. Imputed Rentals have no impact on the cash expenditure of most households in Singapore as they already own their homes, while the inclusion of S&CC rebates results in some volatility in the monthly CPI. As such, the CPIs for All Items less Accommodation and All Items less Imputed Rentals for Housing are compiled and published as additional indicators. For the CPI for All Items less Imputed Rentals for Housing, actual rentals paid on rented units are still included in the measure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Items Less Imputed Rentals For Housing (Index):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Accommodation, one of the groups in the Housing & Utilities expenditure division of the CPI, comprises Actual Rentals for Housing, Imputed Rentals for Housing, as well as Housing Maintenance & Repairs. A significant share of the Accommodation group is Imputed Rentals for Housing, which reflects the costs to homeowners of utilising the flow of services provided by their homes over an extended period of time. Given that the cost of using housing services is not directly observed for homeowners, it is computed based on the imputed rental concept under the rental equivalence method, i.e., proxied by market rentals of similar properties. This provides an estimated rental value for the owned home, as though the homeowner were renting it from themselves. Housing price is not considered in the CPI as it has a high investment component and is treated as a capital good. As for the CPI for Housing Maintenance & Repairs, it takes into account the rebates for Service & Conservancy Charges (S&CC) disbursed to households living in Housing and Development Board (HDB) flats in the applicable months. Imputed Rentals have no impact on the cash expenditure of most households in Singapore as they already own their homes, while the inclusion of S&CC rebates results in some volatility in the monthly CPI. As such, the CPIs for All Items less Accommodation and All Items less Imputed Rentals for Housing are compiled and published as additional indicators. For the CPI for All Items less Imputed Rentals for Housing, actual rentals paid on rented units are still included in the measure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 As Base Year:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The base year is the period with which all the other periods are compared. The base year for the current Consumer Price Index (CPI) is 2024 and the index for 2024 is set equal to 100 points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Items:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Highest level of the Consumer Price Index (CPI), containing all the divisions, groups and classes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumer Price Index:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Consumer Price Index (CPI) is designed to measure the average price changes of a fixed basket of consumption goods and services commonly purchased by resident households over time. It is widely used as a measure of consumer price inflation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Index:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A composite measure of the prices of items expressed relative to a defined base period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na   not available or not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nec  not elsewhere classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nes  not elsewhere specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 -     nil or negligible or not significant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numbers may not add up to the totals due to rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data are the latest available at the time of access or download. Some statistics, particularly those for the most recent time periods, are provisional and may be subject to revision at a later date.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values are shown in Singapore dollars (unless otherwise specified).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated by: SingStat Table Builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date generated: 15/04/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact: info@singstat.gov.sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
